request_id,prompt,ttft_ms,tpot_ms,total_ms,queue_wait_ms,connect_wait_ms,input_tokens,output_tokens,tokens_per_sec,num_requests_running,num_requests_waiting,kv_cache_usage_perc,error
s12,I need help cancelling my subscription.,661.8997500000035,204.7805600674846,34245.674457999994,93969.95375,5.412582999994697,14,165,4.818126744805722,9.0,0.0,0.022471910112359605,
s1,My order hasn't arrived yet. Can you check the status?,665.0722909999871,205.13729505813967,36147.328625,93967.227959,6.910707999992383,19,174,4.8136337211834554,9.0,0.0,0.02034618888551476,
3,Write a haiku about GPU memory bandwidth.,689.7420829999987,206.47362499999966,5435.863333000015,128242.454334,20.654291999989027,15,24,4.415122038536346,9.0,0.0,0.02307925903431518,
s11,Is there a way to export my account data?,705.699082999999,206.40347441493773,50656.727417,87798.72479200001,17.64133300000026,15,243,4.796993654952355,9.0,0.0,0.02307925903431518,
s5-r3,Do you offer refunds for accidental purchases?,701.4406659999963,208.05047404347826,15254.852457999988,124739.405125,9.219790999992483,15,71,4.6542567484988036,9.0,0.0,0.022775584573337393,
s3-r3,The app keeps crashing when I try to open it.,733.4987910000024,206.6549190043103,48876.10695800001,92813.288167,12.005625000000464,17,234,4.787615351629372,9.0,0.0,0.02034618888551476,
s4-r3,How do I update my billing information?,711.6740000000021,208.56758072916665,30951.610292000012,114914.416042,4.794250000003331,14,146,4.71704052301719,9.0,0.0,0.021257212268448233,
s6-r3,The live chat agent disconnected. Can you reconnect me?,739.1034999999988,208.83581914893605,10759.635624999988,138468.00445900002,8.285333999992872,18,49,4.554057563636134,9.0,0.0,0.02307925903431518,
1-r2,What is PagedAttention in one sentence?,735.642917000007,207.0777679803922,11500.509875000005,141695.41866700002,4.573334000014029,15,53,4.608491325694373,9.0,0.0,0.025204980261160026,
s9-r2,Where can I download my previous invoices?,700.0052920000002,208.18344957081536,49428.56391700001,109848.751792,17.726959000000875,15,235,4.754335982623527,9.0,0.0,0.026419678105071398,
s10-r2,The confirmation email never arrived.,727.8184999999979,208.49501704545438,51398.29825,118917.575167,6.81149999999775,11,244,4.747238883536383,9.0,0.0,0.032493167324628036,
s2,I forgot my password and can't log in. What should I do?,702.9768330000081,208.960479790419,35809.622458000005,140000.408667,3.876958000006425,21,169,4.71940189255597,9.0,0.0,0.0337078651685393,
s12-r2,I need help cancelling my subscription.,719.7592089999887,208.90954575460137,34979.98049999998,145878.70925,6.70933399999285,14,165,4.716983761611877,9.0,0.0,0.03522623747342846,
s15,My payment keeps failing—what can I try?,734.4487910000055,209.61267148207165,53561.85170800001,130121.06266699999,6.229915999995228,15,253,4.723511079849614,9.0,0.0,0.032493167324628036,
s11-r2,Is there a way to export my account data?,723.5299159999897,210.06152265145232,51563.187083000004,133690.842542,9.44433300000469,15,243,4.712664475313538,9.0,0.0,0.030063771636805292,
3-r2,Write a haiku about GPU memory bandwidth.,735.2261669999791,219.8731875000006,5788.816499999995,180869.775667,4.279707999984339,15,24,4.145925164496062,9.0,0.0,0.030063771636805292,
s8-r2,How do I activate two-factor authentication?,715.5680829999937,209.06129337284503,97937.97937499998,89701.260875,5.112957999998002,14,466,4.758113277135396,9.0,0.0,0.022168235651381707,
s14,How do I change the language settings?,713.5890419999953,210.78597756249988,88619.65291700001,116419.91266700001,2.8484580000025517,13,418,4.716786697319761,9.0,0.0,0.030063771636805292,
2-r2,Explain the difference between TTFT and TPOT.,758.5122090000027,212.37963020703123,55351.220624999994,153209.98120900002,12.696291999986897,18,258,4.661143820981455,9.0,0.0,0.027938050409960558,
s7-r3,I was double charged this month. Why?,727.4759579999852,212.68764693639582,61133.116416000004,149240.41249999998,8.52900000001,14,285,4.661957654189026,9.0,0.0,0.023990282417248654,
s4,How do I update my billing information?,747.6666249999937,215.37800347222216,31978.201458,186674.698167,8.818416999986312,14,146,4.565610113869463,9.0,0.0,0.028545399331916133,
s13-r2,Why is the search function returning no results?,709.7041250000018,214.210691348432,62400.95425000001,159301.064292,31.670499999989943,14,289,4.631339431800435,9.0,0.0,0.025508654722137813,
s3,The app keeps crashing when I try to open it.,716.0305839999808,215.98774353448297,51038.092917,175832.171959,16.26783399998999,17,234,4.584810807499005,9.0,0.0,0.025812329183115712,
1-r3,What is PagedAttention in one sentence?,747.6259999999968,213.9875326666669,11873.277290999993,221710.225834,5.764333000001898,15,53,4.463805460028654,9.0,0.0,0.03036744609778319,
s9-r3,Where can I download my previous invoices?,757.5077079999915,216.4343858632479,51618.290125000014,185261.277375,13.011417000001302,15,236,4.572022812621206,9.0,0.0,0.028241724870938345,
5-r2,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,726.2232920000145,216.48041755913985,21073.634500000026,218667.88987500002,16.534458000023733,23,95,4.5080026418793535,9.0,0.0,0.02915274825387182,
s5,Do you offer refunds for accidental purchases?,749.125083000024,217.05052234782568,15950.898750000022,233596.21345900002,10.427333000023964,15,71,4.451159844519727,9.0,0.0,0.03613726085636193,
4-r2,What is continuous batching and why does it improve GPU utilization?,730.3400000000124,216.05706850961542,68356.79929099999,187657.384084,15.50545800000691,19,314,4.593544508473526,9.0,0.0,0.03613726085636193,
s15-r2,My payment keeps failing—what can I try?,733.9764589999902,217.49965172509977,55539.60412499998,205066.79966699998,19.51470899999208,15,253,4.555307946210538,9.0,0.0,0.03461888855147277,
s10-r3,The confirmation email never arrived.,733.5672909999857,217.90775826446293,53685.200332999986,208584.535,34.676541000010275,11,244,4.545014240172531,9.0,0.0,0.03188581840267235,
s13,Why is the search function returning no results?,773.983458999993,217.7402434738956,55210.77549999998,210379.575292,4.5608340000171665,14,251,4.546213990419317,9.0,0.0,0.03036744609778319,
3-r3,Write a haiku about GPU memory bandwidth.,757.0107079999957,215.1766666818198,5711.357915999997,265602.036375,11.229791000005207,15,24,4.202153034879072,9.0,0.0,0.0337078651685393,
s6,The live chat agent disconnected. Can you reconnect me?,800.2642920000085,222.39121719148952,11476.80245800001,260616.50924999997,9.71358300000702,18,49,4.269481868257139,8.0,0.0,0.02459763133920434,
s8-r3,How do I activate two-factor authentication?,716.5777079999884,217.26630405818977,101751.10091600001,170340.76633399999,22.191999999989775,14,466,4.579803027239021,8.0,0.0,0.02459763133920434,
s14-r2,How do I change the language settings?,709.6689169999877,221.7815653052883,93306.46066699998,183708.69362499999,19.459208999990096,13,418,4.4798612766139945,8.0,0.0,0.019131491041603388,
s1-r2,My order hasn't arrived yet. Can you check the status?,748.0861660000073,228.93414123255832,40396.82245800003,236889.254792,7.190125000022363,19,174,4.307269468555483,7.0,0.0,0.015487397509869383,
s11-r3,Is there a way to export my account data?,766.1651669999969,228.9215688091286,56204.22129199997,226876.201,5.167999999997619,15,243,4.323518668420521,6.0,0.0,0.013665350744002436,
s12-r3,I need help cancelling my subscription.,725.1367500000185,230.89606288343577,38560.20908299999,249578.112084,28.953458000017918,14,165,4.279022441108688,5.0,0.0,0.012754327361068962,
2-r3,Explain the difference between TTFT and TPOT.,788.1129169999781,217.38358658593754,56612.01041699999,239750.943834,6.2410829999919315,18,258,4.557336828344208,4.0,0.0,0.012146978439113276,
s2-r2,I forgot my password and can't log in. What should I do?,753.9017089999902,209.85627744311378,35934.420417000016,262279.572459,7.37175000000434,21,169,4.70301170963227,3.0,0.0,0.009717582751290643,
2,Explain the difference between TTFT and TPOT.,781.2667499999861,182.91561983082732,49548.98800000001,256025.28883399998,18.16612499999337,18,268,5.408788571019855,2.0,0.0,0.008502884907379271,
s3-r2,The app keeps crashing when I try to open it.,924.7940000000199,148.50584327572008,37098.33562500001,272112.114834,5.120625000017753,17,245,6.604069855761891,1.0,0.0,0.005162465836623165,
s13-r3,Why is the search function returning no results?,762.9903750000153,119.67603373604061,47992.439666999984,271326.105667,7.485125000016524,14,396,8.251299636936212,0.0,0.0,0.0,
