request_id,prompt,ttft_ms,tpot_ms,total_ms,queue_wait_ms,connect_wait_ms,input_tokens,output_tokens,tokens_per_sec,num_requests_running,num_requests_waiting,kv_cache_usage_perc,error
2-r2,Explain the difference between TTFT and TPOT.,771.6285419999735,279.31466227343776,72545.52570899998,158560.011916,209.90358399998854,18,258,3.5563874888012923,9.0,0.0,0.029760097175827505,
s4,How do I update my billing information?,667.7318330000048,309.02754340277767,45545.16562500001,190823.759166,97.44962499999588,14,146,3.2056091573385284,9.0,0.0,0.030974795019738877,
5-r2,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,830.0036250000176,338.2239466774192,32512.668250000017,205494.367375,262.5698330000148,23,95,2.921937974131051,9.0,0.0,0.030671120558760978,
s14,How do I change the language settings?,813.2573750000063,262.0798658846154,110100.86200000001,129477.749958,24.166790999998966,13,418,3.7965188683082243,9.0,0.0,0.02338293349529308,
s13-r2,Why is the search function returning no results?,1509.433916000006,280.3657044859438,71658.40866600002,175465.047458,471.2156660000062,14,251,3.5027291935816143,9.0,0.0,0.02459763133920434,
s5,Do you offer refunds for accidental purchases?,1254.5515420000015,242.0967288695651,18324.65320900002,231337.78662499998,474.4536670000059,15,71,3.874561727865544,9.0,0.0,0.025508654722137813,
s6,The live chat agent disconnected. Can you reconnect me?,788.0968329999973,258.3017898936168,13086.156375000002,239679.333333,165.103208000005,18,49,3.7444149829670663,9.0,0.0,0.025508654722137813,
s3,The app keeps crashing when I try to open it.,1518.6731670000029,289.60426543209894,72260.85054199999,183927.3145,754.2386670000099,17,245,3.390494274041229,8.0,0.0,0.02307925903431518,
s15-r2,My payment keeps failing—what can I try?,680.2220829999897,296.4464053784862,75574.71149999998,192748.45083299998,46.911166000001,15,253,3.347680659025739,7.0,0.0,0.023686607956270866,
s1-r2,My order hasn't arrived yet. Can you check the status?,1092.7542499999845,291.5860786713288,42906.51041700002,236687.16579099998,298.7202090000096,19,146,3.4027470092779493,5.0,0.0,0.021257212268448233,
s13,Why is the search function returning no results?,1474.2676249999818,310.3194821908715,76315.82241599998,203311.655333,392.58191599998327,14,251,3.2889640975339427,5.0,0.0,0.021257212268448233,
4-r2,What is continuous batching and why does it improve GPU utilization?,793.8233329999775,296.04934591610754,89209.48191599999,192391.20295799998,43.52308299999663,19,314,3.5198052186387954,4.0,0.0,0.01609474643182507,
s2-r2,I forgot my password and can't log in. What should I do?,1291.1069580000003,251.79367156862756,40004.212916000026,247383.945791,705.2202499999964,21,169,4.22455505761012,3.0,0.0,0.01579107197084728,
s14-r2,How do I change the language settings?,850.4737079999813,256.8705258084578,104336.05104099998,187677.37320799998,11.684082999977363,13,418,4.00628541936806,2.0,0.0,0.009413908290312745,
2,Explain the difference between TTFT and TPOT.,779.2702499999962,222.2607297717841,54970.83887500003,238086.723083,98.63308300000995,18,258,4.693397540952113,1.0,0.0,0.004555116914667479,
s3-r2,The app keeps crashing when I try to open it.,1175.4068340000003,208.05871359223292,44118.339959,249948.46199999997,520.7339590000117,17,224,5.077253591322053,0.0,0.0,0.0,
