request_id,prompt,ttft_ms,tpot_ms,total_ms,queue_wait_ms,connect_wait_ms,input_tokens,output_tokens,tokens_per_sec,num_requests_running,num_requests_waiting,kv_cache_usage_perc,error
s9-r2,Where can I download my previous invoices?,283.91425000000936,70.10284615384613,16769.526125,226993.94708399998,27.703750000000582,15,236,14.073146625662329,0.0,0.0,0.0,
s14,How do I change the language settings?,303.3425419999958,67.64785316346159,28523.003542,243807.11637499998,37.32466700000714,13,418,14.65483813387664,0.0,0.0,0.0,
s10-r2,The confirmation email never arrived.,329.6861249999665,64.18781835123983,15932.385957999997,272361.07104199997,41.414916000007906,11,244,15.314718124656169,0.0,0.0,0.0,
3,Write a haiku about GPU memory bandwidth.,291.10691699997915,65.45729545454616,1798.701249999965,288317.918375,37.57329199999049,15,24,13.342960650080421,0.0,0.0,0.0,
s15,My payment keeps failing—what can I try?,272.1779590000324,65.03545086055772,16675.222250000046,290123.341292,14.114833999997245,15,253,15.172211572772248,0.0,0.0,0.0,
s11-r2,Is there a way to export my account data?,299.4549169999914,64.67640542738603,15957.86108300001,306816.442875,31.75604199998361,15,243,15.227604673089248,0.0,0.0,0.0,
s2,I forgot my password and can't log in. What should I do?,635.9543340000187,67.54688473053903,11989.698125000017,322788.899334,28.998292000039783,21,169,14.095434116695058,0.0,0.0,0.0,
1-r2,What is PagedAttention in one sentence?,268.630083000005,63.85210049019602,3589.318542000001,334797.551667,20.35675000001902,15,53,14.766034103640163,0.0,0.0,0.0,
s12-r2,I need help cancelling my subscription.,272.54262500002824,69.15562423312888,11616.461458999993,338393.342667,7.69554200002176,14,165,14.203981185007443,0.0,0.0,0.0,
2-r2,Explain the difference between TTFT and TPOT.,174.48062500000106,67.6873494453125,17583.943917,350029.937667,15.458917000046313,18,258,14.672476278235164,0.0,0.0,0.0,
s13-r2,Why is the search function returning no results?,296.30862499999466,64.64970264658653,16478.34558400001,367641.60333400004,48.42445900004577,14,251,15.232111665610025,0.0,0.0,0.0,
s3,The app keeps crashing when I try to open it.,191.14416600001505,69.52018124279824,17163.080332999984,384146.323,25.452665999978308,17,245,14.274826851968465,0.0,0.0,0.0,
3-r2,Write a haiku about GPU memory bandwidth.,272.9091250000124,65.62829731818066,1784.5740000000205,401332.603667,22.378750000029868,15,24,13.44858773018083,0.0,0.0,0.0,
s14-r2,How do I change the language settings?,258.6283329999901,68.59772786538456,28872.265457999958,403122.945459,7.643499999971937,13,418,14.477561541128741,0.0,0.0,0.0,
s4,How do I update my billing information?,293.3974999999691,65.97911458333327,9868.722042000001,432022.199917,31.88604199999645,14,146,14.794215439308447,0.0,0.0,0.0,
4-r2,What is continuous batching and why does it improve GPU utilization?,215.3435420000278,63.44479860897443,20078.167750000033,441914.41037500004,26.846500000033302,19,314,15.638877207806946,0.0,0.0,0.0,
s15-r2,My payment keeps failing—what can I try?,261.9250000000193,71.27561802788831,18249.808874999984,462011.62670900003,15.768332999982704,15,253,13.863158881985838,0.0,0.0,0.0,
s13,Why is the search function returning no results?,355.7483339999976,66.8491303534137,17083.393417000025,480314.88625000004,90.81829199999447,14,251,14.692631251483379,0.0,0.0,0.0,
5-r2,Summarize why LLM decode is memory-bandwidth-bound in two sentences.,360.4950840000356,66.25988575268836,6595.0890420000405,497414.570917,28.218625000022257,23,95,14.404657677099399,0.0,0.0,0.0,
s5,Do you offer refunds for accidental purchases?,286.34058299996923,65.92591908695653,4912.889707999966,504027.104334,36.49574999997185,15,71,14.451779750802517,0.0,0.0,0.0,
s1-r2,My order hasn't arrived yet. Can you check the status?,214.17958400002135,64.20922684722184,9529.377334000003,508965.667209,30.307042000004003,19,146,15.32104301076257,0.0,0.0,0.0,
2,Explain the difference between TTFT and TPOT.,181.38766600009149,65.9577335624997,17140.665083000044,518513.014667,20.49687500004893,18,258,15.051924691993548,0.0,0.0,0.0,
s6,The live chat agent disconnected. Can you reconnect me?,210.1724170000807,64.51895123404212,3308.2724590000225,535678.1966250001,36.48820900002647,18,49,14.811355656846661,0.0,0.0,0.0,
s2-r2,I forgot my password and can't log in. What should I do?,265.98779199991895,64.79115344311417,11155.343124999945,538992.2237089999,19.19075000000703,21,169,15.149690879634043,0.0,0.0,0.0,
s3-r2,The app keeps crashing when I try to open it.,184.3444170000339,71.59444873251005,17661.85150000001,550173.456875,31.86987499998395,17,245,13.871705353201493,0.0,0.0,0.0,
